Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
pencil-case,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,3,Pencil Case - Image 3,,,,,,,,,,,,,,,,,,,,,,,
reading-light,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,2,Reading Light - Image 2,,,,,,,,,,,,,,,,,,,,,,,
reading-light,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,3,Reading Light - Image 3,,,,,,,,,,,,,,,,,,,,,,,
board-game-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Board Game Collection - Image 2,,,,,,,,,,,,,,,,,,,,,,,
board-game-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Board Game Collection - Image 3,,,,,,,,,,,,,,,,,,,,,,,
puzzle-1000-pieces,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Puzzle 1000 Pieces - Image 2,,,,,,,,,,,,,,,,,,,,,,,
puzzle-1000-pieces,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Puzzle 1000 Pieces - Image 3,,,,,,,,,,,,,,,,,,,,,,,
building-blocks-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Building Blocks Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
building-blocks-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Building Blocks Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
card-game-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Card Game Pack - Image 2,,,,,,,,,,,,,,,,,,,,,,,
card-game-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Card Game Pack - Image 3,,,,,,,,,,,,,,,,,,,,,,,
art-supplies-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Art Supplies Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
art-supplies-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Art Supplies Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
educational-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Educational Toy - Image 2,,,,,,,,,,,,,,,,,,,,,,,
educational-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Educational Toy - Image 3,,,,,,,,,,,,,,,,,,,,,,,
outdoor-game-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Outdoor Game Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
outdoor-game-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Outdoor Game Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
magic-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Magic Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
magic-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Magic Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
science-experiment-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Science Experiment Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
science-experiment-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Science Experiment Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
doll-house,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Doll House - Image 2,,,,,,,,,,,,,,,,,,,,,,,
doll-house,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Doll House - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Phone Mount - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Phone Mount - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-air-freshener,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Air Freshener - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-air-freshener,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Air Freshener - Image 3,,,,,,,,,,,,,,,,,,,,,,,
tire-pressure-gauge,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Tire Pressure Gauge - Image 2,,,,,,,,,,,,,,,,,,,,,,,
tire-pressure-gauge,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Tire Pressure Gauge - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-cleaning-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Cleaning Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-cleaning-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Cleaning Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
usb-car-charger,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,USB Car Charger - Image 2,,,,,,,,,,,,,,,,,,,,,,,
usb-car-charger,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,USB Car Charger - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-seat-covers,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Seat Covers - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-seat-covers,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Seat Covers - Image 3,,,,,,,,,,,,,,,,,,,,,,,
dash-cam,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Dash Cam - Image 2,,,,,,,,,,,,,,,,,,,,,,,
dash-cam,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Dash Cam - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-organizer,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Organizer - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-organizer,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Organizer - Image 3,,,,,,,,,,,,,,,,,,,,,,,
jump-starter,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Jump Starter - Image 2,,,,,,,,,,,,,,,,,,,,,,,
jump-starter,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Jump Starter - Image 3,,,,,,,,,,,,,,,,,,,,,,,
car-vacuum,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,2,Car Vacuum - Image 2,,,,,,,,,,,,,,,,,,,,,,,
car-vacuum,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,3,Car Vacuum - Image 3,,,,,,,,,,,,,,,,,,,,,,,
dog-leash-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Dog Leash Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
dog-leash-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Dog Leash Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
cat-scratching-post,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Cat Scratching Post - Image 2,,,,,,,,,,,,,,,,,,,,,,,
cat-scratching-post,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Cat Scratching Post - Image 3,,,,,,,,,,,,,,,,,,,,,,,
pet-food-bowl-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Pet Food Bowl Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
pet-food-bowl-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Pet Food Bowl Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
dog-toy-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Dog Toy Collection - Image 2,,,,,,,,,,,,,,,,,,,,,,,
dog-toy-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Dog Toy Collection - Image 3,,,,,,,,,,,,,,,,,,,,,,,
pet-grooming-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Pet Grooming Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
pet-grooming-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Pet Grooming Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
cat-litter-box,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Cat Litter Box - Image 2,,,,,,,,,,,,,,,,,,,,,,,
cat-litter-box,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Cat Litter Box - Image 3,,,,,,,,,,,,,,,,,,,,,,,
dog-bed,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Dog Bed - Image 2,,,,,,,,,,,,,,,,,,,,,,,
dog-bed,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Dog Bed - Image 3,,,,,,,,,,,,,,,,,,,,,,,
pet-carrier,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Pet Carrier - Image 2,,,,,,,,,,,,,,,,,,,,,,,
pet-carrier,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Pet Carrier - Image 3,,,,,,,,,,,,,,,,,,,,,,,
pet-treats,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Pet Treats - Image 2,,,,,,,,,,,,,,,,,,,,,,,
pet-treats,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Pet Treats - Image 3,,,,,,,,,,,,,,,,,,,,,,,
pet-id-tag,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,2,Pet ID Tag - Image 2,,,,,,,,,,,,,,,,,,,,,,,
pet-id-tag,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,3,Pet ID Tag - Image 3,,,,,,,,,,,,,,,,,,,,,,,
garden-tool-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Garden Tool Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
garden-tool-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Garden Tool Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
plant-seeds-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Plant Seeds Collection - Image 2,,,,,,,,,,,,,,,,,,,,,,,
plant-seeds-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Plant Seeds Collection - Image 3,,,,,,,,,,,,,,,,,,,,,,,
garden-hose,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Garden Hose - Image 2,,,,,,,,,,,,,,,,,,,,,,,
garden-hose,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Garden Hose - Image 3,,,,,,,,,,,,,,,,,,,,,,,
outdoor-solar-lights,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Outdoor Solar Lights - Image 2,,,,,,,,,,,,,,,,,,,,,,,
outdoor-solar-lights,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Outdoor Solar Lights - Image 3,,,,,,,,,,,,,,,,,,,,,,,
plant-pot-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Plant Pot Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
plant-pot-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Plant Pot Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
garden-gloves,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Garden Gloves - Image 2,,,,,,,,,,,,,,,,,,,,,,,
garden-gloves,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Garden Gloves - Image 3,,,,,,,,,,,,,,,,,,,,,,,
compost-bin,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Compost Bin - Image 2,,,,,,,,,,,,,,,,,,,,,,,
compost-bin,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Compost Bin - Image 3,,,,,,,,,,,,,,,,,,,,,,,
garden-kneeler,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Garden Kneeler - Image 2,,,,,,,,,,,,,,,,,,,,,,,
garden-kneeler,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Garden Kneeler - Image 3,,,,,,,,,,,,,,,,,,,,,,,
watering-can,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Watering Can - Image 2,,,,,,,,,,,,,,,,,,,,,,,
watering-can,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Watering Can - Image 3,,,,,,,,,,,,,,,,,,,,,,,
garden-pruner,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,2,Garden Pruner - Image 2,,,,,,,,,,,,,,,,,,,,,,,
garden-pruner,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,3,Garden Pruner - Image 3,,,,,,,,,,,,,,,,,,,,,,,
